,location
5122,"40.66097613386461,-73.59494538665655"
5123,"40.6514692042951,-73.58624681548037"
5124,"40.64898857717903,-73.59081506422667"
5125,"40.65387676544482,-73.59319388775202"
5126,"40.650215112660185,-73.59553182270638"
5127,"40.650215112660185,-73.59553182270638"
5128,"40.657631497517215,-73.59579771111066"
5129,"40.657631497517215,-73.59579771111066"
5130,"40.66316068310847,-73.58120833376252"
5131,"40.662230170198505,-73.58854305075195"
5132,"40.66339091034857,-73.58210013701425"
5133,"40.6630414351846,-73.58807518850134"
5134,"40.6630414351846,-73.58807518850134"
5135,"40.6630414351846,-73.58807518850134"
5136,"40.660696306351056,-73.58973383343252"
5137,"40.66053875466893,-73.5826428372324"
5138,"40.653262142013766,-73.5910927468826"
5139,"40.650104208416025,-73.5821751297793"
5140,"40.65048441997126,-73.59540006645715"
5141,"40.65048441997126,-73.59540006645715"
5142,"40.64616517209937,-73.58358443611682"
5143,"40.64603794832494,-73.58817109853439"
5144,"40.6601015853234,-73.59488183258665"
5145,"40.6601015853234,-73.59488183258665"
5146,"40.64752032262907,-73.5794628008215"
5147,"40.644581528296,-73.59334287811402"
5148,"40.72374920137769,-73.64245427862244"
5149,"40.72441702656193,-73.64288882738153"
5150,"40.85860034697499,-73.63610886688491"
5151,"40.87033229588443,-73.6299862289321"
5152,"40.869854349241336,-73.630443295805"
5153,"40.86649507391631,-73.62654215225972"
5154,"40.86516721854428,-73.62738129927195"
5155,"40.865737745216784,-73.6275932181982"
5156,"40.872030765580895,-73.62672758844246"
5157,"40.87012990494602,-73.62982226025927"
5158,"40.86615217603582,-73.62709608761028"
5159,"40.864927565887456,-73.62689316052081"
5160,"40.80596636039088,-73.63335468046225"
5161,"40.80746697561671,-73.63375404400438"
5162,"40.703244511302415,-73.61193172233739"
5163,"40.70779172299302,-73.61252631656265"
5164,"40.711363127375336,-73.62753849304038"
5165,"40.70671037570845,-73.60852417939824"
5166,"40.69787412204472,-73.61353973343954"
5167,"40.69787412204472,-73.61353973343954"
5168,"40.69787412204472,-73.61353973343954"
5169,"40.69787412204472,-73.61353973343954"
5170,"40.69787412204472,-73.61353973343954"
5171,"40.70029117301059,-73.61910518802621"
5172,"40.69544808796136,-73.60810524970468"
5173,"40.698624493556345,-73.6132377105306"
5174,"40.698624493556345,-73.6132377105306"
5175,"40.698624493556345,-73.6132377105306"
5176,"40.698624493556345,-73.6132377105306"
5177,"40.698624493556345,-73.6132377105306"
5178,"40.69916752361358,-73.6101667589659"
5179,"40.69520070421534,-73.61585506390117"
5180,"40.70788799801844,-73.61615034377827"
5181,"40.69573852537457,-73.60826998973481"
5182,"40.70801583463343,-73.60790040135474"
5183,"40.70801583463343,-73.60790040135474"
5184,"40.69887634612878,-73.61247968389715"
5185,"40.69887634612878,-73.61247968389715"
5186,"40.69887634612878,-73.61247968389715"
5187,"40.70464753834564,-73.61255480750033"
5188,"40.695728700371866,-73.61819599579499"
5189,"40.695728700371866,-73.61819599579499"
5190,"40.70955463806085,-73.60909942052555"
5191,"40.69615659097545,-73.61583141359233"
5192,"40.69836173994097,-73.61780596310939"
5193,"40.70676318283591,-73.60846473598212"
5194,"40.70676318283591,-73.60846473598212"
5195,"40.70375579994426,-73.61393371987675"
5196,"40.70951996709301,-73.62141069543908"
5197,"40.708452496205226,-73.61530970647716"
5198,"40.699905990561376,-73.61516325307632"
5199,"40.70829302023319,-73.60943147533325"
5200,"40.69513028614031,-73.61892608783259"
5201,"40.7080112627129,-73.60839866796788"
5202,"40.69824841652248,-73.60934388511178"
5203,"40.695053776333616,-73.61269645916492"
5204,"40.69842413524619,-73.61962339235428"
5205,"40.7125670680534,-73.61173797605059"
5206,"40.7125670680534,-73.61173797605059"
5207,"40.701661911781954,-73.64600446451838"
5208,"40.70073133812453,-73.64701302252425"
5209,"40.68620918955995,-73.64666629701043"
5210,"40.6983706742052,-73.65119785659238"
5211,"40.69799746790122,-73.64841927088338"
5212,"40.68354710804206,-73.6475489424399"
5213,"40.7025516395664,-73.58777542131892"
5214,"40.71096043748196,-73.58763627935366"
5215,"40.71096043748196,-73.58763627935366"
5216,"40.71096043748196,-73.58763627935366"
5217,"40.70476299860742,-73.59621098664488"
5218,"40.700200820424,-73.60065885018255"
5219,"40.70942967558125,-73.5823938053171"
5220,"40.69805320251509,-73.59640640487352"
5221,"40.70842709605122,-73.58243384051143"
5222,"40.70797119375954,-73.58845701747913"
5223,"40.70417767521959,-73.58260403959638"
5224,"40.69292818214646,-73.58730930276158"
5225,"40.7050734136064,-73.59505508374679"
5226,"40.7050734136064,-73.59505508374679"
5227,"40.70139564622168,-73.59999375869177"
5228,"40.70207358867173,-73.59779764538459"
5229,"40.7116210441404,-73.58806972790173"
5230,"40.7116210441404,-73.58806972790173"
5231,"40.69646742852802,-73.58711281928944"
5232,"40.70957277728557,-73.58666390752299"
5233,"40.69999590255615,-73.59702973302203"
5234,"40.69260870769741,-73.58654883701293"
5235,"40.70845835906312,-73.58254760660206"
5236,"40.71180722995451,-73.58928213799977"
5237,"40.71180722995451,-73.58928213799977"
5238,"40.708027567852994,-73.5875900041231"
5239,"40.710057738766245,-73.59076902430917"
5240,"40.710057738766245,-73.59076902430917"
5241,"40.70573790839586,-73.59598027196854"
5242,"40.70573790839586,-73.59598027196854"
5243,"40.704952688450746,-73.59800522311923"
5244,"40.695605148950655,-73.58210679324638"
5245,"40.69852924325351,-73.59623842258098"
5246,"40.70845504539984,-73.59660947204294"
5247,"40.706902919880655,-73.5919065286304"
5248,"40.706902919880655,-73.5919065286304"
5249,"40.69969932890923,-73.60076876856392"
5250,"40.70532024603893,-73.59402746772989"
5251,"40.70532024603893,-73.59402746772989"
5252,"40.70645073219166,-73.59428423433408"
5253,"40.70645073219166,-73.59428423433408"
5254,"40.7051612942814,-73.56085317416047"
5255,"40.641583064442514,-73.69881989974466"
5256,"40.63415516417098,-73.70226092889965"
5257,"40.60456677983195,-73.65328506941812"
5258,"40.603422431371946,-73.66304959407529"
5259,"40.6076820516099,-73.64675810398332"
5260,"40.603730147733415,-73.65648390649527"
5261,"40.60170794195944,-73.65859798817205"
5262,"40.608520511915785,-73.74245827665727"
5263,"40.60824134762112,-73.7420073577582"
5264,"40.61310317886213,-73.74038621963525"
5265,"40.61812868823839,-73.72778477137449"
5266,"40.61913588069725,-73.73747112968799"
5267,"40.6188391622304,-73.72762894731497"
5268,"40.61828701812321,-73.72730591649604"
5269,"40.59244101345741,-73.65812388625393"
5270,"40.58767173806771,-73.66752771886496"
5271,"40.59261938654764,-73.65506825519827"
5272,"40.592074388492605,-73.66908937582765"
5273,"40.58899005054203,-73.65363113526524"
5274,"40.65241789459731,-73.67996889925915"
5275,"40.65241789459731,-73.67996889925915"
5276,"40.65608775391857,-73.66970431251752"
5277,"40.65833593048975,-73.67958007441646"
5278,"40.65833593048975,-73.67958007441646"
5279,"40.6650210525502,-73.6691658727143"
5280,"40.6533586729533,-73.67201190420853"
5281,"40.65619147632284,-73.66967143142978"
5282,"40.65869319842584,-73.67175905881469"
5283,"40.677161370682086,-73.66990155409943"
5284,"40.67584447134813,-73.55073387274611"
5285,"40.66012858280581,-73.5504717852879"
5286,"40.66141610319001,-73.5515435366192"
5287,"40.67690166541249,-73.54970568239663"
5288,"40.671757615011046,-73.56202160218038"
5289,"40.665842751898325,-73.64165330570616"
5290,"40.66573153150951,-73.6413595748187"
5291,"40.660062224022354,-73.64534114015906"
5292,"40.65465703028791,-73.63035740264743"
5293,"40.64210464772662,-73.6389673302563"
5294,"40.6334513231733,-73.64724091167449"
5295,"40.63782473453427,-73.63517694264243"
5296,"40.6300081955251,-73.63799148310574"
5297,"40.63389529699033,-73.6384330512878"
5298,"40.63389529699033,-73.6384330512878"
5299,"40.64131471461116,-73.64069124089617"
5300,"40.62945910595032,-73.63367966072785"
5301,"40.67590273637712,-73.58828100325401"
5302,"40.67757409694585,-73.58067432929833"
5303,"40.67757409694585,-73.58067432929833"
5304,"40.67877495595303,-73.59397334939841"
5305,"40.6862312869995,-73.58779536517092"
5306,"40.68123594746186,-73.57855609667378"
5307,"40.68123594746186,-73.57855609667378"
5308,"40.68027936552944,-73.59047393768125"
5309,"40.67484560182899,-73.58708985111285"
5310,"40.67380415597644,-73.58027229323832"
5311,"40.68392082021609,-73.5912464232566"
5312,"40.681398076338176,-73.59421620396476"
5313,"40.67971626646151,-73.58695728247321"
5314,"40.67292341932684,-73.584270963726"
5315,"40.68239794658728,-73.5778064504783"
5316,"40.67730199803057,-73.57728404758318"
5317,"40.67518237827261,-73.58712644161784"
5318,"40.67989943783099,-73.58787146996406"
5319,"40.675143011517626,-73.58104996519032"
5320,"40.675143011517626,-73.58104996519032"
5321,"40.67989178351838,-73.58367139072494"
5322,"40.677131883518136,-73.58211402427119"
5323,"40.678971892276735,-73.59496811522672"
5324,"40.67836931247107,-73.57934730486998"
5325,"40.68526897195476,-73.59259125187785"
5326,"40.68526897195476,-73.59259125187785"
5327,"40.67433339153695,-73.58115189629115"
5328,"40.67433339153695,-73.58115189629115"
5329,"40.67433339153695,-73.58115189629115"
5330,"40.68013421564832,-73.58729041596582"
5331,"40.68013421564832,-73.58729041596582"
5332,"40.67514927552581,-73.58149445612705"
5333,"40.677297909429065,-73.57706948068365"
5334,"40.68327009591491,-73.58889130969222"
5335,"40.68327009591491,-73.58889130969222"
5336,"40.797744053925385,-73.64721553225607"
5337,"40.79277427312058,-73.64423716644274"
5338,"40.78785272746887,-73.64044360343172"
5339,"40.78785272746887,-73.64044360343172"
5340,"40.78702378864145,-73.64258011125213"
5341,"40.77985154227667,-73.63871242060237"
5342,"40.7778399688188,-73.63737122274078"
5343,"40.78749367285003,-73.6420073050402"
5344,"40.84717356340741,-73.64103502799027"
5345,"40.67281251667364,-73.69648117582221"
5346,"40.664503977076485,-73.70897515875075"
5347,"40.676501455117695,-73.7143426867977"
5348,"40.66687685707395,-73.70765439293352"
5349,"40.672493538945176,-73.69725272833216"
5350,"40.68392608548552,-73.71392021655585"
5351,"40.657288269621,-73.70841099529623"
5352,"40.654655403827256,-73.70277389280038"
5353,"40.6569480032033,-73.70828268666315"
5354,"40.65363014966662,-73.70602391392151"
5355,"40.65236127621678,-73.71236592225729"
5356,"40.76416543460581,-73.5661070352253"
5357,"40.76088823020854,-73.57789723751351"
5358,"40.76088823020854,-73.57789723751351"
5359,"40.75934324486816,-73.56306719966257"
5360,"40.76484877238965,-73.56684694684965"
5361,"40.75780883269502,-73.56706476639962"
5362,"40.76272436062069,-73.5672862717698"
5363,"40.76242707687186,-73.57991602562542"
5364,"40.763070831237165,-73.56801362536523"
5365,"40.762346035340855,-73.58065930283632"
5366,"40.76118814011956,-73.5780249996754"
5367,"40.75483116398575,-73.57509725134244"
5368,"40.76203143052445,-73.57873662760466"
5369,"40.75193638502198,-73.57368061532141"
5370,"40.74844368949158,-73.57983518636708"
5371,"40.75163614222659,-73.57013941165623"
5372,"40.75244658559316,-73.57112899297157"
5373,"40.762713701540896,-73.5640970593273"
5374,"40.7526028478245,-73.57435635475463"
5375,"40.75792242689614,-73.58194278439493"
5376,"40.7593261745363,-73.58228091205648"
5377,"40.7651325158792,-73.57039585657252"
5378,"40.76110122098861,-73.57737949785158"
5379,"40.75714087235776,-73.64459873181772"
5380,"40.63256797057949,-73.70955538609877"
5381,"40.63468818864301,-73.71464916623768"
5382,"40.63462490001432,-73.71506901528171"
5383,"40.60238129813772,-73.75083567216062"
5384,"40.60189197493887,-73.75667420256515"
5385,"40.60189197493887,-73.75667420256515"
5386,"40.6023494718456,-73.75893852173043"
5387,"40.602629353428114,-73.75136486903138"
5388,"40.602629353428114,-73.75136486903138"
5389,"40.59697513722382,-73.76784956531569"
5390,"40.59988235644913,-73.75010580399363"
5391,"40.60893477615915,-73.75217430157083"
5392,"40.60483779552699,-73.75951097467737"
5393,"40.60483779552699,-73.75951097467737"
5394,"40.608287179608745,-73.75974119429746"
5395,"40.60364864141194,-73.75428969433725"
5396,"40.594177127507415,-73.7610469014367"
5397,"40.594177127507415,-73.7610469014367"
5398,"40.6077497228627,-73.76444219442126"
5399,"40.6077497228627,-73.76444219442126"
5400,"40.59977422731432,-73.75829719006143"
5401,"40.60848214025259,-73.75985597977333"
5402,"40.60197452853773,-73.7579477454335"
5403,"40.59414181958021,-73.75895783645711"
5404,"40.60422731166421,-73.74983737460776"
5405,"40.60422731166421,-73.74983737460776"
5406,"40.60422731166421,-73.74983737460776"
5407,"40.607493840905626,-73.7641065511468"
5408,"40.60542368770463,-73.7559468316619"
5409,"40.60396159758941,-73.75841706102219"
5410,"40.60897271371488,-73.76019237877895"
5411,"40.60150709636845,-73.76271332363298"
5412,"40.60150709636845,-73.76271332363298"
5413,"40.60711048640752,-73.74848588030157"
5414,"40.60410294711391,-73.76032720122473"
5415,"40.59793256974097,-73.76387488866249"
5416,"40.60403123204886,-73.75012140273728"
5417,"40.60403123204886,-73.75012140273728"
5418,"40.60403123204886,-73.75012140273728"
5419,"40.60984978760936,-73.75929335128005"
5420,"40.60984978760936,-73.75929335128005"
5421,"40.5903122411254,-73.79029410012042"
5422,"40.59186391717296,-73.797754393237"
5423,"40.59186391717296,-73.797754393237"
5424,"40.59186391717296,-73.797754393237"
5425,"40.59186391717296,-73.797754393237"
5426,"40.59801253425405,-73.79672075860687"
5427,"40.59173889404137,-73.79516947907142"
5428,"40.598290799281806,-73.79727748216796"
5429,"40.59507717932747,-73.79587934694888"
5430,"40.59048974729395,-73.7880555599214"
5431,"40.59048974729395,-73.7880555599214"
5432,"40.59731881235777,-73.79538785926742"
5433,"40.59624778469476,-73.80059360213052"
5434,"40.59624778469476,-73.80059360213052"
5435,"40.589711037682186,-73.78831401326599"
5436,"40.589711037682186,-73.78831401326599"
5437,"40.59517520733305,-73.79266169064441"
5438,"40.59517520733305,-73.79266169064441"
5439,"40.597140906552326,-73.78448796047236"
5440,"40.59512663540062,-73.78772032778234"
5441,"40.598381961804336,-73.79474011719083"
5442,"40.59398256358497,-73.79409867943525"
5443,"40.59398256358497,-73.79409867943525"
5444,"40.592954235815625,-73.78411401329049"
5445,"40.59695274610792,-73.7985199270397"
5446,"40.5968972606404,-73.79137473291513"
5447,"40.688871051763954,-73.42372039603924"
5448,"40.68991028458931,-73.41466591011154"
5449,"40.69103412587465,-73.41421509073771"
5450,"40.69103412587465,-73.41421509073771"
5451,"40.690947828821535,-73.41486722678123"
5452,"40.693902150239474,-73.3244952821562"
5453,"40.6972255333231,-73.32653814618243"
5454,"40.6970654448639,-73.32623605106089"
5455,"40.74160496101566,-73.33053341781819"
5456,"40.727895908266966,-73.33128936511454"
5457,"40.725824680928994,-73.33150023374832"
5458,"40.72625010543497,-73.3316188911126"
5459,"40.73598259363632,-73.31481575646079"
5460,"40.72304026996992,-73.3228143785036"
5461,"40.71712752412103,-73.35775434498711"
5462,"40.72263319963985,-73.36444931343762"
5463,"40.72149628701121,-73.36392689233884"
5464,"40.66906835812625,-73.5290525257004"
5465,"40.68028654797104,-73.53215844281218"
5466,"40.67885503510863,-73.53365435138684"
5467,"40.67959050894819,-73.53369309393031"
5468,"40.77429104983934,-72.94909709034425"
5469,"40.77510926602466,-72.94942169272872"
5470,"40.774243038531765,-72.95034994808782"
5471,"40.7359644126918,-73.48587965189247"
5472,"40.73996332412408,-73.49415179183184"
5473,"40.73954318665891,-73.49369603386982"
5474,"40.73644283970162,-73.48609165738247"
5475,"40.73692416625463,-73.47874664200508"
5476,"40.73043560185017,-73.48621359313756"
5477,"40.73969182632757,-73.49352788486175"
5478,"40.74925810154844,-73.03726038801767"
5479,"40.78642436656662,-73.25369695879816"
5480,"40.7775745069403,-73.25125071762136"
5481,"40.785755824356926,-73.24770824895117"
5482,"40.7852050748912,-73.2479914063052"
5483,"40.786741247504274,-73.25030494296023"
5484,"40.782756038214096,-73.18977600328299"
5485,"40.794989836835455,-73.20101618211793"
5486,"40.79579404504269,-73.20082764257475"
5487,"40.79537235836908,-73.19069124283159"
5488,"40.789130450838535,-73.20378502944713"
5489,"40.79290481769976,-73.1994333871671"
5490,"40.79285301793551,-73.20484566766912"
5491,"40.68558248763805,-73.39900088733232"
5492,"40.68558248763805,-73.39900088733232"
5493,"40.67789475599909,-73.39180827950462"
5494,"40.67269727748924,-73.39025485874383"
5495,"40.66944556849421,-73.39366810934115"
5496,"40.6766072766865,-73.40436543135233"
5497,"40.67888425684134,-73.39815743464204"
5498,"40.6697000051258,-73.39386336913823"
5499,"40.6788085875819,-73.39198195543493"
5500,"40.68263813577337,-73.40088164620424"
5501,"40.68648287505872,-73.39637271967061"
5502,"40.67123890410781,-73.3864407811301"
5503,"40.68391823793332,-73.3986520327212"
5504,"40.67514711778093,-73.39128957218796"
5505,"40.68657090406181,-73.40157368647743"
5506,"40.68626179924109,-73.39210644452076"
5507,"40.686276492647146,-73.39340118378634"
5508,"40.6859787642908,-73.39349513598157"
5509,"40.88144347464184,-73.0126288227154"
5510,"40.8778830133794,-72.99935558624952"
5511,"40.8946304033718,-73.01425188786666"
5512,"40.8946304033718,-73.01425188786666"
5513,"40.76047900899853,-73.32618728320433"
5514,"40.75404404874124,-73.32256421526769"
5515,"40.73789198161848,-73.17908371836575"
5516,"40.85202456965326,-73.32310221547235"
5517,"40.84921932086144,-73.31562382883546"
5518,"40.85791680878231,-73.31374517189327"
5519,"40.860543528094375,-73.31850052667656"
5520,"40.83576374767381,-73.0350929630446"
5521,"40.834193019489774,-73.04109396980205"
5522,"40.8333579191484,-73.03184819063158"
5523,"40.83410306982635,-73.03994048263745"
5524,"40.78820536464183,-73.07461724003105"
5525,"40.78831965565677,-73.068245227734"
5526,"40.8031359085613,-73.04781336777657"
5527,"40.8016236168234,-73.03873942752129"
5528,"40.87287541272632,-73.40993190526734"
5529,"40.811909323751074,-73.36746168943515"
5530,"40.79887375901146,-73.17345474700593"
5531,"40.80526771235582,-73.17616652624139"
5532,"40.797640684434604,-73.17415444514718"
5533,"40.748433177183365,-73.18294154834618"
5534,"40.78448948263311,-73.53806749915726"
5535,"40.78876888717443,-73.5376768280043"
5536,"40.79278501307089,-73.52882280134796"
5537,"40.79161259156263,-73.52929114420427"
5538,"40.84997201556798,-73.1234178581026"
5539,"40.84905077673993,-73.12273882626431"
5540,"40.71618881080005,-73.5238236250929"
5541,"40.71704700229168,-73.52465262836377"
5542,"40.72400212037438,-73.52262739608176"
5543,"40.71605352772471,-73.52474205668"
5544,"40.72563557480149,-73.52283752828876"
5545,"40.72842485385347,-73.50822802629942"
5546,"40.72568238985762,-73.52078355800268"
5547,"40.720223724109,-73.51424906192933"
5548,"40.72248728810796,-73.52443549900096"
5549,"40.68631562395464,-73.36586010998678"
5550,"40.68302233867598,-73.37724115845143"
5551,"40.69758553029012,-73.37062201981156"
5552,"40.66505464428142,-73.46047186532552"
5553,"40.68536793192835,-73.43979878832653"
5554,"40.940544619146095,-72.99842105838577"
5555,"40.91818748188125,-73.00450679584893"
5556,"40.93647738604534,-73.01427974437395"
5557,"40.855604964831016,-73.15392908877678"
5558,"40.86598679933832,-73.53153677958271"
5559,"40.86463316218893,-73.53192473920686"
5560,"40.86541639937692,-73.5322016455419"
5561,"40.7680736310994,-72.99139298903994"
5562,"40.908294499176606,-73.03964385289703"
5563,"40.90848875277592,-73.03968992722058"
5564,"40.94806247323813,-73.067712548473"
5565,"40.94314308979486,-73.06584416121139"
5566,"40.94556689975688,-72.94230488199312"
5567,"40.8055248442575,-73.12841657068277"
5568,"40.81265634787703,-73.1327801625443"
5569,"40.80354829303042,-73.12067076176014"
5570,"40.88467624148828,-73.1584875586266"
5571,"40.75295053822189,-73.0838543964121"
5572,"40.673188265999805,-73.4917170312608"
5573,"40.66962243045977,-73.48585393748668"
5574,"40.673355891246175,-73.48393918285903"
5575,"40.87733764125967,-73.04805943427765"
5576,"40.83071008467153,-73.19220268213725"
5577,"40.813295088851135,-73.20489627233913"
5578,"40.81718019159906,-73.50050910340865"
5579,"40.82341172926535,-73.50178647098207"
5580,"40.81421027774632,-73.5043380391932"
5581,"40.81449351947263,-73.49976006524336"
5582,"40.82313363185573,-73.50001453019442"
5583,"40.8148015857454,-73.50099405722314"
5584,"40.94532306017739,-72.82559680068839"
5585,"40.68205185939615,-73.51776107781843"
5586,"40.68203836529363,-73.51788145065821"
5587,"40.68289410520383,-73.51789668242162"
5588,"40.678408781925775,-73.506566030245"
5589,"40.69036614264048,-73.50812646534695"
5590,"40.71432018940161,-73.29495124922354"
5591,"40.73869967151136,-73.09427100697872"
5592,"40.81446521249131,-73.46903157710256"
5593,"40.76818395708073,-73.53198560949654"
5594,"40.77011041896608,-73.53197267062299"
5595,"40.76421124934538,-73.53247475078707"
5596,"40.75877185149752,-73.51948376978196"
5597,"40.76313354953014,-73.52635801838686"
5598,"40.76823033318902,-73.5327428636834"
5599,"40.76493215943198,-73.53192638277989"
5600,"40.782597092333006,-73.47522495413055"
5601,"40.78145991026711,-73.48351488158126"
5602,"40.7789045592817,-73.47657914471407"
5603,"40.92567853741027,-72.66130230318556"
5604,"40.917379310642765,-72.66116540785437"
5605,"40.91721411315176,-72.6605592508649"
5606,"40.80147262108182,-72.79922732197927"
5607,"40.86904670551646,-72.51943289112452"
5608,"40.86994527331355,-72.52062555210182"
5609,"40.87040636408518,-72.51931738181246"
5610,"40.87744487458741,-72.5293298169092"
5611,"40.969414189879046,-72.56241472987062"
5612,"40.80829595685371,-72.84666131232996"
5613,"40.80544470527245,-72.85750705024736"
5614,"40.763668740380766,-72.84823336652904"
5615,"40.76450956550136,-72.84902160688249"
5616,"40.76317978539249,-72.85052181502071"
5617,"41.0480959605073,-71.95204489955591"
5618,"41.047922809657074,-71.95193702936866"
5619,"40.79465447701845,-72.87212558922072"
5620,"41.049732555685566,-72.4385851462252"
5621,"41.04998910792743,-72.43755430142106"
5622,"41.06088952558385,-72.4316261799081"
5623,"42.69947668843704,-74.02602802375294"
5624,"42.94803283111354,-74.19740631116578"
5625,"42.94803283111354,-74.19740631116578"
5626,"42.679121676138585,-74.49869669925064"
5627,"42.68791607790556,-74.49521288311871"
5628,"42.68768966073429,-74.49381863744047"
5629,"42.67990747112067,-74.49871947435047"
5630,"42.76891998988173,-73.70860648372637"
5631,"42.773272237096975,-73.7035033958175"
5632,"42.77195003040443,-74.09318979248773"
5633,"42.8568250203181,-73.78454159369677"
5634,"42.85526995562262,-73.78995734316027"
5635,"42.85361568547168,-73.77904581343503"
5636,"42.8532935779427,-73.77854983495217"
5637,"42.60293323324172,-73.79269033805454"
5638,"42.603332526773656,-73.79195260458803"
5639,"43.06516843576944,-74.33568120549471"
5640,"43.05788402851182,-74.33521436857615"
5641,"43.06450628837416,-74.34307369479461"
5642,"43.06354777623797,-74.34261356094677"
5643,"43.054177213954745,-74.32762837069347"
5644,"42.69581006510023,-73.90490114482866"
5645,"42.701741426681664,-73.9006605845016"
5646,"42.70140490817881,-73.90065406951497"
5647,"42.97899694734196,-74.14949522687603"
5648,"42.97867571583351,-74.14954676364916"
5649,"42.90052518362015,-73.35975743210976"
5650,"43.01636084486853,-74.37230351251605"
5651,"43.01184200653624,-74.36386072957524"
5652,"43.00823152746062,-74.38034180412326"
5653,"43.01133856826631,-74.36229242092983"
5654,"42.74337520352156,-73.75945611997605"
5655,"42.51780911744056,-73.60879985257489"
5656,"42.44102814883023,-73.55620963320783"
5657,"42.47334809198113,-73.81700674188778"
5658,"42.47458984848182,-73.81780291955306"
5659,"42.47340977419484,-73.81553488764985"
5660,"42.47392072222197,-73.81841233177562"
5661,"42.6261773653915,-73.72662144345938"
5662,"42.55537029696434,-73.80827275132062"
5663,"42.53931720029684,-73.80530963915386"
5664,"42.78951813661224,-73.66655127332405"
5665,"42.781567457845085,-73.67299441212171"
5666,"42.781678248193614,-73.6720433189352"
5667,"42.781678248193614,-73.6720433189352"
5668,"42.781678248193614,-73.6720433189352"
5669,"42.74215423373271,-73.69316842224681"
5670,"42.74162464969297,-73.69406039404902"
5671,"42.74256588816223,-73.6929648423658"
5672,"42.74241370088211,-73.693477112377"
5673,"42.74173670110222,-73.69351996619687"
5674,"42.64946774814161,-73.93684281889097"
5675,"42.649211716047446,-73.9366295496044"
5676,"42.64953367413907,-73.93630916262329"
5677,"42.64992816175705,-73.93671849504527"
5678,"42.72488420577383,-73.70724523983141"
5679,"42.72663043692746,-73.70439457118543"
5680,"42.7359249710366,-73.71018047491727"
5681,"42.7265627099374,-73.70473355853856"
5682,"42.72638192810185,-73.7042053949439"
5683,"42.734080466631305,-73.71003048092228"
5684,"43.40493030342054,-74.2858747238112"
5685,"42.64191059892736,-73.61019892836163"
5686,"42.69496421802194,-73.64040057964849"
5687,"42.69640912354943,-73.63998658553506"
5688,"42.63859991367889,-73.77069930947277"
5689,"42.6446708138988,-73.75580656404922"
5690,"42.6446708138988,-73.75580656404922"
5691,"42.642000058875766,-73.77232249558"
5692,"42.64395238787581,-73.75667632803983"
5693,"42.6456407698465,-73.755366504339"
5694,"42.642949071122224,-73.75946955705915"
5695,"42.64219261069961,-73.757654881969"
5696,"42.64219261069961,-73.757654881969"
5697,"42.64758638224682,-73.77006100889407"
5698,"42.63176838116934,-73.76929901351929"
5699,"42.64500084026485,-73.75699488161533"
5700,"42.64500084026485,-73.75699488161533"
5701,"42.72102505889136,-73.824633536973"
5702,"42.66645470892671,-73.77745826071886"
5703,"42.66219946419773,-73.76716538462625"
5704,"42.66463901074616,-73.77668083119042"
5705,"42.66164630804564,-73.76669268094223"
5706,"42.666260015640376,-73.77879837993505"
5707,"42.66363030902673,-73.76960389113685"
5708,"42.67131823767328,-73.77500660596141"
5709,"42.67131823767328,-73.77500660596141"
5710,"42.661657305423496,-73.77022181424036"
5711,"42.66728762840323,-73.77751309427077"
5712,"42.66708236862312,-73.77801733404884"
5713,"42.66725151465341,-73.7718505591291"
5714,"42.66781313250449,-73.77580945324519"
5715,"42.654379963799,-73.75034966965676"
5716,"42.65444149183599,-73.7506600870987"
5717,"42.654585463852975,-73.74939832235543"
5718,"42.6536375787897,-73.74964793141461"
5719,"42.65420312087281,-73.7491257175642"
5720,"42.66454423412853,-73.79201603294506"
5721,"42.66426645002489,-73.79267080146491"
5722,"42.65369854995054,-73.79157341815024"
5723,"42.65369854995054,-73.79157341815024"
5724,"42.66432578589037,-73.79269010607034"
5725,"42.65429370584464,-73.80000231617613"
5726,"42.66530228663792,-73.7916819592985"
5727,"42.65495732671717,-73.79974847294811"
5728,"42.65576276073555,-73.79203554216029"
5729,"42.65441250527305,-73.79297636260617"
5730,"42.65366065214291,-73.79242547196331"
5731,"42.65366065214291,-73.79242547196331"
5732,"42.6411843738743,-73.77823668171669"
5733,"42.63908758573282,-73.7789664313905"
5734,"42.640126126217154,-73.78356826389093"
5735,"42.63903012948008,-73.77925619261477"
5736,"42.64037326335353,-73.77923996315282"
5737,"42.64046492760101,-73.77583494055268"
5738,"42.64145182648133,-73.78971758017782"
5739,"42.64145182648133,-73.78971758017782"
5740,"42.64091113615196,-73.77823291251111"
5741,"42.6646236853758,-73.75362678215613"
5742,"42.65724003213505,-73.75495309353016"
5743,"42.656147989248645,-73.76269502078758"
5744,"42.65075548269253,-73.76883915340629"
5745,"42.65484337915043,-73.75218368519737"
5746,"42.66035571323567,-73.75974019144775"
5747,"42.657130460435205,-73.75503385750685"
5748,"42.6652291607971,-73.7532847659586"
5749,"42.661209180006125,-73.75654956219269"
5750,"42.720357101510416,-73.77565615453537"
5751,"42.78685563210563,-73.94338228435726"
5752,"42.78706191747823,-73.94384363467314"
5753,"42.78681088033781,-73.90255718624583"
5754,"42.790903277530056,-73.9186269052185"
5755,"42.788294607077965,-73.91166386684391"
5756,"42.78434749756865,-73.91258158900835"
5757,"42.788170507381615,-73.98767098118807"
5758,"42.79287165918554,-73.97225007709915"
