,location
4090,"40.661466722314046,-73.95982624786183"
4091,"40.66572463739771,-73.95696990247183"
4092,"40.66572463739771,-73.95696990247183"
4093,"40.66572463739771,-73.95696990247183"
4094,"40.66572463739771,-73.95696990247183"
4095,"40.66758716570309,-73.96059331353239"
4096,"40.66537021544976,-73.9544361294997"
4097,"40.66537021544976,-73.9544361294997"
4098,"40.66537021544976,-73.9544361294997"
4099,"40.6678687369216,-73.95730799653347"
4100,"40.65642123003505,-73.95378564096565"
4101,"40.66113303332758,-73.94926101872231"
4102,"40.66113303332758,-73.94926101872231"
4103,"40.66551128610611,-73.95471815410826"
4104,"40.66551128610611,-73.95471815410826"
4105,"40.66942996821521,-73.95321804264152"
4106,"40.66942996821521,-73.95321804264152"
4107,"40.66235385355925,-73.95047146727435"
4108,"40.66879835019724,-73.94875147903545"
4109,"40.6616353755966,-73.94680264118422"
4110,"40.6614804016073,-73.95036243950476"
4111,"40.66188367583511,-73.94857078272628"
4112,"40.64493293934985,-73.95454016229506"
4113,"40.64493293934985,-73.95454016229506"
4114,"40.64022614356272,-73.94957294348684"
4115,"40.646205339666174,-73.96378544785782"
4116,"40.646205339666174,-73.96378544785782"
4117,"40.64957309047309,-73.9622016187191"
4118,"40.64579507997602,-73.9640328499357"
4119,"40.64579507997602,-73.9640328499357"
4120,"40.64188548901779,-73.9578269187362"
4121,"40.65108218700782,-73.96245675592094"
4122,"40.64801826818104,-73.94764325836819"
4123,"40.65020999617889,-73.95792731199379"
4124,"40.65020999617889,-73.95792731199379"
4125,"40.65002379007286,-73.94785670615938"
4126,"40.64860138220179,-73.95098989593117"
4127,"40.64860138220179,-73.95098989593117"
4128,"40.651043713288985,-73.95278265021231"
4129,"40.63931210034341,-73.95767804279164"
4130,"40.63931210034341,-73.95767804279164"
4131,"40.63931210034341,-73.95767804279164"
4132,"40.63931210034341,-73.95767804279164"
4133,"40.64438965740042,-73.95160293965249"
4134,"40.64438965740042,-73.95160293965249"
4135,"40.64666042823619,-73.9633403756287"
4136,"40.64666042823619,-73.9633403756287"
4137,"40.648953050824005,-73.96157217525597"
4138,"40.648953050824005,-73.96157217525597"
4139,"40.65082329450095,-73.95204620955121"
4140,"40.65467333370999,-73.95092177383434"
4141,"40.64612795072952,-73.95888302025263"
4142,"40.65590079340722,-73.9516603294438"
4143,"40.65590079340722,-73.9516603294438"
4144,"40.64462772502422,-73.94990213055148"
4145,"40.64775031800702,-73.95103926451546"
4146,"40.64775031800702,-73.95103926451546"
4147,"40.64683759013048,-73.96221206917674"
4148,"40.64683759013048,-73.96221206917674"
4149,"40.65476450623728,-73.96161293391049"
4150,"40.64796063274951,-73.9538958860135"
4151,"40.655407129534936,-73.95712030372023"
4152,"40.655407129534936,-73.95712030372023"
4153,"40.639559552695545,-73.95425517275733"
4154,"40.65482779042984,-73.9615553964887"
4155,"40.647595307403215,-73.95302110425393"
4156,"40.64635533952247,-73.95384456503835"
4157,"40.64635533952247,-73.95384456503835"
4158,"40.64099305625334,-73.94810577274416"
4159,"40.64727507300975,-73.96324185146293"
4160,"40.64727507300975,-73.96324185146293"
4161,"40.64532051054739,-73.95285817490038"
4162,"40.62668362924313,-74.01438417035008"
4163,"40.61120705276765,-74.01277458683482"
4164,"40.62364363632349,-74.01361414891682"
4165,"40.62401675444568,-74.01407749837112"
4166,"40.619785096356615,-74.01894942148111"
4167,"40.60764808256238,-73.95477556550692"
4168,"40.60764808256238,-73.95477556550692"
4169,"40.59878794740795,-73.94102883654655"
4170,"40.607452433622406,-73.95614427568432"
4171,"40.610320544886775,-73.95663098379757"
4172,"40.60563195854152,-73.95347899680777"
4173,"40.608468362588,-73.95359789706254"
4174,"40.594676955949545,-73.94146960391544"
4175,"40.594676955949545,-73.94146960391544"
4176,"40.61034439559928,-73.95244668677839"
4177,"40.60855863656315,-73.95709848442108"
4178,"40.59767685574624,-73.9505409586368"
4179,"40.59854581309564,-73.94544869847462"
4180,"40.59854581309564,-73.94544869847462"
4181,"40.59781553732048,-73.94914741506634"
4182,"40.59781553732048,-73.94914741506634"
4183,"40.61503014950743,-73.96008814677624"
4184,"40.61503014950743,-73.96008814677624"
4185,"40.61370880766633,-73.95682931554641"
4186,"40.61370880766633,-73.95682931554641"
4187,"40.62846602728543,-73.97338600818502"
4188,"40.61254473263224,-73.95554523653442"
4189,"40.6169990441397,-73.9649976734912"
4190,"40.616812860999,-73.95548665879038"
4191,"40.62550638585945,-73.97396322308323"
4192,"40.62550638585945,-73.97396322308323"
4193,"40.62508342230982,-73.95837275123985"
4194,"40.62508342230982,-73.95837275123985"
4195,"40.63068463793528,-73.95799103500788"
4196,"40.62490832302076,-73.95814334554652"
4197,"40.62490832302076,-73.95814334554652"
4198,"40.63091283338187,-73.95825231554912"
4199,"40.61331064405988,-73.97178197527737"
4200,"40.67641217555133,-74.00291091056413"
4201,"40.67628711033338,-74.00440612661497"
4202,"40.68252186597981,-73.9998913714855"
4203,"40.68252186597981,-73.9998913714855"
4204,"40.68252186597981,-73.9998913714855"
4205,"40.67621678538118,-74.0043074484075"
4206,"40.67975244198462,-73.99713616517948"
4207,"40.676247556936005,-74.00613913150264"
4208,"40.67770520193639,-74.00546552879402"
4209,"40.67770520193639,-74.00546552879402"
4210,"40.68317345301842,-73.99554433566493"
4211,"40.68244952850256,-74.00235844224831"
4212,"40.6781941200646,-74.00544581527623"
4213,"40.6781941200646,-74.00544581527623"
4214,"40.67381413680052,-74.00710012242622"
4215,"40.67814299220948,-73.99918964438406"
4216,"40.67490999205633,-74.00626783059275"
4217,"40.67490999205633,-74.00626783059275"
4218,"40.683099999158216,-73.9964836450421"
4219,"40.67394060045324,-74.0072723687957"
4220,"40.659440735451454,-73.99956901643216"
4221,"40.65267627768779,-74.00475846340366"
4222,"40.65153808538143,-74.00779432525326"
4223,"40.65153808538143,-74.00779432525326"
4224,"40.65153808538143,-74.00779432525326"
4225,"40.65153808538143,-74.00779432525326"
4226,"40.65153808538143,-74.00779432525326"
4227,"40.65153808538143,-74.00779432525326"
4228,"40.65703971829855,-74.00009515980265"
4229,"40.65703971829855,-74.00009515980265"
4230,"40.64541159594784,-74.00188812916257"
4231,"40.65386734359679,-74.00606210044384"
4232,"40.66203040128657,-73.99325075586219"
4233,"40.66203040128657,-73.99325075586219"
4234,"40.657227313772616,-74.0018412596153"
4235,"40.65163122594971,-74.00744238176169"
4236,"40.65163122594971,-74.00744238176169"
4237,"40.65163122594971,-74.00744238176169"
4238,"40.65163122594971,-74.00744238176169"
4239,"40.65163122594971,-74.00744238176169"
4240,"40.68358185489526,-73.91857403779855"
4241,"40.673199893257845,-73.91929284827756"
4242,"40.673199893257845,-73.91929284827756"
4243,"40.6868496595561,-73.91718890852317"
4244,"40.681095451140926,-73.93032105345686"
4245,"40.68251478417063,-73.92862694069122"
4246,"40.68251478417063,-73.92862694069122"
4247,"40.68332559129304,-73.91207980623082"
4248,"40.68329343357928,-73.91329537844709"
4249,"40.684155689510646,-73.92356075568397"
4250,"40.68412763845968,-73.92414318618316"
4251,"40.68068065645912,-73.92142984003262"
4252,"40.68300559437655,-73.92288346571644"
4253,"40.6739065861652,-73.91830943882337"
4254,"40.6739065861652,-73.91830943882337"
4255,"40.67198110758961,-73.92538562740764"
4256,"40.67172693584063,-73.92445992114779"
4257,"40.67517934577864,-73.91945518970725"
4258,"40.68275584898556,-73.92117481818197"
4259,"40.6698777286757,-73.92256368421661"
4260,"40.68067787701475,-73.92636941748314"
4261,"40.68067787701475,-73.92636941748314"
4262,"40.6835748297211,-73.91340998728171"
4263,"40.6813109088662,-73.9271641039421"
4264,"40.67538795368871,-73.91624646694217"
4265,"40.67538795368871,-73.91624646694217"
4266,"40.68116026851536,-73.92725953671192"
4267,"40.67445064586047,-73.91379964130394"
4268,"40.67445064586047,-73.91379964130394"
4269,"40.6804210507321,-73.9259130958159"
4270,"40.6804210507321,-73.9259130958159"
4271,"40.67819859749451,-73.91902714328806"
4272,"40.67819859749451,-73.91902714328806"
4273,"40.676905081499655,-73.92248373989268"
4274,"40.67975144555381,-73.92937918606853"
4275,"40.67441776985785,-73.91216677674714"
4276,"40.67314434261221,-73.91582327210723"
4277,"40.68383229983426,-73.91813448292844"
4278,"40.68383229983426,-73.91813448292844"
4279,"40.68383229983426,-73.91813448292844"
4280,"40.683011987582006,-73.92827829564287"
4281,"40.683011987582006,-73.92827829564287"
4282,"40.68461804394345,-73.92415426338175"
4283,"40.68303906251094,-73.92861847799537"
4284,"40.68303906251094,-73.92861847799537"
4285,"40.68303906251094,-73.92861847799537"
4286,"40.68126114808063,-73.92636883862477"
4287,"40.68126114808063,-73.92636883862477"
4288,"40.68126114808063,-73.92636883862477"
4289,"40.68579348481134,-73.9172744773432"
4290,"40.63037889552157,-73.92349285817097"
4291,"40.63037889552157,-73.92349285817097"
4292,"40.62960046921842,-73.93376679255684"
4293,"40.6158190896932,-73.91944269958107"
4294,"40.62748753738688,-73.93137154841723"
4295,"40.61876609277622,-73.91945188928385"
4296,"40.61876609277622,-73.91945188928385"
4297,"40.62197205437118,-73.92598587688121"
4298,"40.62197205437118,-73.92598587688121"
4299,"40.62197205437118,-73.92598587688121"
4300,"40.62267996307891,-73.92200388357455"
4301,"40.62267996307891,-73.92200388357455"
4302,"40.618019149526816,-73.9171908851922"
4303,"40.62134855846756,-73.92557299129433"
4304,"40.62134855846756,-73.92557299129433"
4305,"40.62134855846756,-73.92557299129433"
4306,"40.61967967389075,-73.92237680778022"
4307,"40.61967967389075,-73.92237680778022"
4308,"40.62324477529109,-73.9294904858811"
4309,"40.61289260359995,-73.93015343240747"
4310,"40.61289260359995,-73.93015343240747"
4311,"40.62529301663236,-73.92679366394442"
4312,"40.62529301663236,-73.92679366394442"
4313,"40.62895707405119,-73.93326037618687"
4314,"40.62895707405119,-73.93326037618687"
4315,"40.62416632139325,-73.92921531983721"
4316,"40.61930750521926,-73.92238994486898"
4317,"40.61930750521926,-73.92238994486898"
4318,"40.62866113291493,-73.93178342209946"
4319,"40.62272792724445,-73.91808428710661"
4320,"40.62272792724445,-73.91808428710661"
4321,"40.62499635431155,-73.9265673601887"
4322,"40.61761237946913,-73.92266988024353"
4323,"40.62977324846188,-73.92511081123874"
4324,"40.62637514710297,-73.92584578366612"
4325,"40.62637514710297,-73.92584578366612"
4326,"40.58901849841879,-73.960606364662"
4327,"40.57888305274213,-73.95493745138049"
4328,"40.57992389102229,-73.95661088661836"
4329,"40.579674504789,-73.95539206566342"
4330,"40.58291855784631,-73.95440092815157"
4331,"40.586835669414185,-73.95530603335779"
4332,"40.586835669414185,-73.95530603335779"
4333,"40.59059995588422,-73.95665504018041"
4334,"40.57508794660775,-73.9591261127123"
4335,"40.57894069835638,-73.95579546156424"
4336,"40.58672203792248,-73.9464937878728"
4337,"40.58976512832082,-73.9485798774315"
4338,"40.58299208534777,-73.9561586586376"
4339,"40.63317475579667,-73.9001808909143"
4340,"40.64253200662192,-73.90729637920286"
4341,"40.64253200662192,-73.90729637920286"
4342,"40.64191684194187,-73.89409240014133"
4343,"40.64191684194187,-73.89409240014133"
4344,"40.647682863149775,-73.90433408939379"
4345,"40.647682863149775,-73.90433408939379"
4346,"40.63926585603375,-73.90705936464344"
4347,"40.64207907636713,-73.89659664890976"
4348,"40.63808616076436,-73.90060044038684"
4349,"40.64269232326665,-73.89308900649299"
4350,"40.64269232326665,-73.89308900649299"
4351,"40.63828877434352,-73.89873809770148"
4352,"40.64788504746637,-73.89596093795211"
4353,"40.63095070299026,-73.90936741909893"
4354,"40.64886890322298,-73.9066589129031"
4355,"40.640249352020405,-73.90747417634991"
4356,"40.640249352020405,-73.90747417634991"
4357,"40.64882464786248,-73.89634602285135"
4358,"40.63949492430071,-73.89808510980995"
4359,"40.63077846199392,-73.89878097040514"
4360,"40.64130225001974,-73.90840033304391"
4361,"40.64130225001974,-73.90840033304391"
4362,"40.64130225001974,-73.90840033304391"
4363,"40.64130225001974,-73.90840033304391"
4364,"40.6425398060502,-73.90824401766349"
4365,"40.64727638703735,-73.90442313802517"
4366,"40.64727638703735,-73.90442313802517"
4367,"40.64600223500332,-73.9055911257985"
4368,"40.64600589100859,-73.89352520214221"
4369,"40.6387864634299,-73.90907974997215"
4370,"40.6387864634299,-73.90907974997215"
4371,"40.64641150934573,-73.9109613501898"
4372,"40.64856837961698,-73.89939247768757"
4373,"40.64549196402682,-73.89436995189222"
4374,"40.64863567215101,-73.90834402924729"
4375,"40.64349916662581,-73.90083780752741"
4376,"40.63989703270509,-73.90578866605382"
4377,"40.63989703270509,-73.90578866605382"
4378,"40.643354436714986,-73.91141269908618"
4379,"40.64135361809208,-73.89338251968489"
4380,"40.63232325663479,-73.89527894369564"
4381,"40.64131657499059,-73.89883522055928"
4382,"40.64370685042033,-73.91031030501686"
4383,"40.64252803979665,-73.91149450425736"
4384,"40.6469798169159,-73.9022502052352"
4385,"40.64763297858783,-73.90464787958834"
4386,"40.64763297858783,-73.90464787958834"
4387,"40.641496113363296,-73.8961090029699"
4388,"40.69655057947659,-73.91081923484566"
4389,"40.69873336038031,-73.91209180861821"
4390,"40.69873336038031,-73.91209180861821"
4391,"40.69676174976621,-73.90986261786557"
4392,"40.7022555260757,-73.92050019318968"
4393,"40.7022555260757,-73.92050019318968"
4394,"40.703050004813655,-73.9270132720318"
4395,"40.69768924239075,-73.91431896263673"
4396,"40.69768924239075,-73.91431896263673"
4397,"40.69768924239075,-73.91431896263673"
4398,"40.70420362817581,-73.91598273112486"
4399,"40.69488075583696,-73.91140025236547"
4400,"40.69737848509818,-73.91913580050624"
4401,"40.67470597881346,-73.96031018355758"
4402,"40.67470597881346,-73.96031018355758"
4403,"40.68527418989836,-73.96214125278104"
4404,"40.6847392053018,-73.96249210259816"
4405,"40.68544144014479,-73.95776761956105"
4406,"40.67398705585717,-73.96010008627228"
4407,"40.67398705585717,-73.96010008627228"
4408,"40.68116766956096,-73.95622170204996"
4409,"40.68116766956096,-73.95622170204996"
4410,"40.68112377328,-73.95793790497316"
4411,"40.67897931036375,-73.97033496278202"
4412,"40.6847079226095,-73.96240040324034"
4413,"40.67854221689424,-73.96441368694242"
4414,"40.67855228124888,-73.96454452817476"
4415,"40.68566950253414,-73.95666321188963"
4416,"40.68389381167376,-73.96187172752573"
4417,"40.677829876702056,-73.95577211726973"
4418,"40.6761771244966,-73.96173318721335"
4419,"40.68144214595995,-73.95710134639214"
4420,"40.67694906890981,-73.96252242024504"
4421,"40.67731076717618,-73.95609726503834"
4422,"40.67787469164465,-73.96536699001909"
4423,"40.67787469164465,-73.96536699001909"
4424,"40.67787469164465,-73.96536699001909"
4425,"40.67787469164465,-73.96536699001909"
4426,"40.68224185885459,-73.97130368488361"
4427,"40.68867268028029,-73.96652257199135"
4428,"40.68785527404905,-73.96058466490807"
4429,"40.647330323876176,-73.88592807465298"
4430,"40.65399298224297,-73.87659908807366"
4431,"40.65399298224297,-73.87659908807366"
4432,"40.65208416207809,-73.88471611080365"
4433,"40.654008752773855,-73.87830682172546"
4434,"40.64807668095381,-73.88071924726545"
4435,"40.652419536737824,-73.88075934438699"
4436,"40.6539958840151,-73.87659255171613"
4437,"40.65449960780718,-73.87609855053942"
4438,"40.76786471197904,-73.82253951554736"
4439,"40.77148965180166,-73.81531590241077"
4440,"40.763309274031855,-73.82527643149571"
4441,"40.76764109204688,-73.82188829729415"
4442,"40.770903793629984,-73.8154361485827"
4443,"40.76785360922496,-73.82330535194735"
4444,"40.76961214734421,-73.83108932082534"
4445,"40.758310680171874,-73.83368305521266"
4446,"40.76939375727414,-73.83203661419834"
4447,"40.75707874624922,-73.82579432750127"
4448,"40.7596025741294,-73.81378286062235"
4449,"40.7596025741294,-73.81378286062235"
4450,"40.75914044414037,-73.81874298521203"
4451,"40.75987499347509,-73.82055157326073"
4452,"40.745605903136216,-73.81899826576927"
4453,"40.75335027486856,-73.82871213461662"
4454,"40.75274974573419,-73.82766400025574"
4455,"40.753006462467226,-73.82771954694181"
4456,"40.744989556747406,-73.8298413422432"
4457,"40.744989556747406,-73.8298413422432"
4458,"40.75173399922715,-73.81882684660654"
4459,"40.75173399922715,-73.81882684660654"
4460,"40.75358446602532,-73.82424151968154"
4461,"40.76044759571674,-73.8175321039062"
4462,"40.76044759571674,-73.8175321039062"
4463,"40.76044759571674,-73.8175321039062"
4464,"40.75702938703444,-73.82359444278985"
4465,"40.75702938703444,-73.82359444278985"
4466,"40.75702938703444,-73.82359444278985"
4467,"40.75579953948511,-73.82958861992418"
4468,"40.75579953948511,-73.82958861992418"
4469,"40.75579953948511,-73.82958861992418"
4470,"40.759061689524245,-73.82521758240854"
4471,"40.759061689524245,-73.82521758240854"
4472,"40.759061689524245,-73.82521758240854"
4473,"40.759061689524245,-73.82521758240854"
4474,"40.75805999181034,-73.82312794052064"
4475,"40.75805999181034,-73.82312794052064"
4476,"40.77922550574668,-73.84595433255978"
4477,"40.786664837086654,-73.84817591734208"
4478,"40.78083526514973,-73.841885538311"
